"id","name","email","password","profilePicture","description","dateOfBirth","language","createdAt","skill","currentEducation","experienceYears","interest","learningResource","tools","filledInformation"
"364fcf10-b1d7-4547-87cc-1d12d8f51503","Larry Haag","Freeman92@yahoo.com","d13a88b7-e061-480c-b6bb-b5f48a749e71",,,"2017-04-06 15:56:26.552","Polish","2024-09-02 02:08:21.839","Speech Recognition;Robotics;Recommender Systems;AI for Games;;Natural Language Processing;AI in Finance;Machine Learning;Cognitive Computing;AI in Education;Deep Learning",,"5","Deep Learning;Generative AI;Reinforcement Learning;Autonomous Vehicles;AI for Games;Neural Networks;Recommender Systems;Speech Recognition;AI in Education;;AI Ethics;AI in Healthcare;Computer Vision;AI in Finance;AI Planning and Optimization;Cognitive Computing","Google AI","Google Cloud AI;Weka;;RapidMiner","0"
"36985897-3fac-4d07-9b7c-4b4922e1a67e","Leigh Gutkowski MD","Maddison_Borer@hotmail.com","ad26af7f-4de5-4b46-9c16-33a1c1c1f738",,,"2005-03-04 12:40:50.420","Korean","2024-09-02 02:08:21.839","Neural Networks;Computer Vision;Machine Learning;Speech Recognition;Autonomous Vehicles;AI in Education;Natural Language Processing;AI Planning and Optimization","Undergraduate Degree","3","Reinforcement Learning;Natural Language Processing;Autonomous Vehicles;Deep Learning;;Expert Systems;AI in Finance;Neural Networks;Generative AI;Speech Recognition","edX;Stanford Online;Google AI;;YouTube;DeepLearning.ai;GitHub;Harvard Online;Udemy","Weka;;OpenAI GPT;Google Cloud AI","0"
"38180796-ee41-4cb0-bc97-ccec91ddeafe","Kristine Wyman","Verna4@gmail.com","c4e76069-f278-4327-a516-782f9242e25a",,,"2006-09-10 00:59:45.810","Bengali","2024-09-02 02:08:21.839","AI in Education;;AI for Games;Natural Language Processing;AI in Healthcare;Machine Learning","University","2","Generative AI;Speech Recognition;Natural Language Processing;Cognitive Computing;Deep Learning;Expert Systems","Udemy;GitHub;edX;YouTube;Stanford Online;;DeepLearning.ai;Harvard Online;Kaggle;MIT OpenCourseWare","Weka;RapidMiner;PyTorch;IBM Watson;DataRobot;Amazon SageMaker;Microsoft Azure AI;TensorFlow;Scikit-learn","0"
"3a535fa8-1922-482d-943a-3ebf60524dac","Mrs. Delores Mueller","Pascale76@hotmail.com","ff60759b-dffc-454e-8088-3a07468617e5",,,"2023-11-07 05:09:24.173","French","2024-09-02 02:08:21.839","Recommender Systems;Natural Language Processing;Speech Recognition;Neural Networks;;Machine Learning;Autonomous Vehicles;Cognitive Computing;Reinforcement Learning;Expert Systems;AI in Finance",,"5","Neural Networks;Natural Language Processing;Cognitive Computing","GitHub;;Coursera;Google AI;Harvard Online;DeepLearning.ai;YouTube;Stanford Online","RapidMiner;Microsoft Azure AI;Google Cloud AI;Keras;DataRobot;TensorFlow;Hugging Face Transformers;;Scikit-learn;IBM Watson;OpenCV;Weka;PyTorch;Amazon SageMaker;OpenAI GPT","0"
"4167fe6c-d376-46ca-976e-87e75d41588e","Archie Abshire","Ines_OKon61@gmail.com","674f1968-8420-4692-ac07-f19023e5bdcf",,,"2010-06-25 17:06:41.392","Turkish","2024-09-02 02:08:21.839","Reinforcement Learning;AI in Education;AI for Games;Machine Learning;Robotics;Generative AI;Natural Language Processing","Undergraduate Degree","3","Generative AI;AI in Healthcare;AI in Finance;Machine Learning;AI in Education;Reinforcement Learning","Google AI;Coursera;Stanford Online;MIT OpenCourseWare;GitHub;Harvard Online;edX;Udemy","Microsoft Azure AI;Hugging Face Transformers;PyTorch;RapidMiner;Google Cloud AI;;DataRobot;Scikit-learn;IBM Watson;BigML;Weka","0"
"4199111b-3a8d-4fdb-8759-1247d7eae8c1","Felipe Streich","Alison34@gmail.com","b54fac35-fd21-4da1-8a11-81ff46ee09b3",,,"2009-03-04 09:39:17.870",,"2024-09-02 02:08:21.839","Reinforcement Learning;Expert Systems","Elementary","1","Machine Learning;Reinforcement Learning;Cognitive Computing;Natural Language Processing","edX;;GitHub","TensorFlow;Microsoft Azure AI;RapidMiner;Hugging Face Transformers;IBM Watson;PyTorch;Google Cloud AI;BigML;Weka;Amazon SageMaker;OpenCV;Scikit-learn;OpenAI GPT","0"
"423b4af4-ba9f-48de-b4c3-0a9d95a84eee","Claire Williamson IV","Freddy73@hotmail.com","861d256a-2f0b-4dd2-baf8-18423e3f8481",,,"2016-07-17 03:43:46.031","Greek","2024-09-02 02:08:21.839","AI in Education;Reinforcement Learning;;Cognitive Computing","Middle School","2","Generative AI;Expert Systems;AI in Education;Reinforcement Learning;Robotics;AI Planning and Optimization;AI in Healthcare;Deep Learning;Computer Vision;Cognitive Computing;Speech Recognition;AI for Games;Neural Networks","Stanford Online;Harvard Online;Coursera;YouTube;MIT OpenCourseWare;Google AI","Amazon SageMaker;TensorFlow","0"
"4324412e-46c9-4c4b-aac6-7b0c4c3d4345","Willard Leuschke","Deontae_Hyatt@hotmail.com","5321b373-1a17-4bcc-a6bd-26cfd53fdb88",,,"2023-07-23 08:46:19.910","Mandarin","2024-09-02 02:08:21.839","Recommender Systems;AI Planning and Optimization;Speech Recognition;AI in Education;Neural Networks;AI in Finance;Expert Systems;Autonomous Vehicles;Generative AI","Master Degree","4","AI Ethics;Machine Learning;Neural Networks;Cognitive Computing;AI Planning and Optimization;Expert Systems;Natural Language Processing;AI in Education;Recommender Systems;;AI for Games;Robotics;AI in Finance;Generative AI","GitHub;Coursera;Udemy;DeepLearning.ai;;MIT OpenCourseWare;YouTube;Stanford Online","Amazon SageMaker;Hugging Face Transformers;Scikit-learn;BigML;IBM Watson;Keras","0"
"456e210a-5899-47d4-8b7f-1d124c5b2d25","Mrs. Delia Kemmer","Emma15@yahoo.com","aa70842e-fd1c-45a4-b272-223b62ef272e",,,"2018-11-06 09:23:20.858",,"2024-09-02 02:08:21.839",,"High School","0","AI Planning and Optimization;AI in Healthcare;Generative AI;Natural Language Processing;Robotics;Computer Vision;Recommender Systems;Machine Learning;AI in Finance;Neural Networks;Cognitive Computing;;Reinforcement Learning;Autonomous Vehicles;AI in Education;AI Ethics;Expert Systems;Speech Recognition;AI for Games","Udemy;Coursera;;Harvard Online;GitHub;DeepLearning.ai",,"0"
"45863b15-0a74-4aac-bddf-4c6d8578bf6f","Luz Harris","Lavada34@gmail.com","92d2cc85-3964-459a-9f54-6fb28c2c1aac",,,"2013-09-22 03:37:58.902","Japanese","2024-09-02 02:08:21.839","AI for Games;Speech Recognition;;Expert Systems;Machine Learning;AI Planning and Optimization;Generative AI","Undergraduate Degree","3","Cognitive Computing;Speech Recognition;AI in Finance;Robotics;Recommender Systems;Natural Language Processing;Generative AI;Machine Learning;AI for Games;Expert Systems;Deep Learning;Reinforcement Learning;Neural Networks;;AI Ethics;Computer Vision","Kaggle;Harvard Online","RapidMiner;TensorFlow;OpenCV;Amazon SageMaker;Microsoft Azure AI;Hugging Face Transformers","0"
"45c5dd65-d5fe-4975-bad6-32294b01a007","Lawrence VonRueden","Brigitte.Wiza@yahoo.com","604a4ff6-c7ea-4dd9-8655-dd808e22797d",,,"2022-01-18 01:27:48.420","Hindi","2024-09-02 02:08:21.839","Robotics;AI in Finance;Natural Language Processing;Neural Networks;Machine Learning;Reinforcement Learning;Deep Learning","Undergraduate Degree","3","Cognitive Computing;Deep Learning;Autonomous Vehicles;AI in Finance;AI for Games;Speech Recognition;Reinforcement Learning;AI in Healthcare;Expert Systems;Machine Learning;Neural Networks;;Generative AI;AI Ethics;Robotics","Google AI","Hugging Face Transformers;RapidMiner;;Amazon SageMaker;Keras;DataRobot;OpenAI GPT;Scikit-learn;PyTorch;TensorFlow","0"
"46548e9e-4906-4f19-aa67-ae71e7b24fab","Emilio Bode","Noelia.Pfeffer58@yahoo.com","e09cba73-b214-4d2c-81d4-1d8363ce1c83",,,"2020-12-25 20:55:02.626","Turkish","2024-09-02 02:08:21.839","Deep Learning;Machine Learning;Computer Vision","Middle School","1","Robotics;Deep Learning;Autonomous Vehicles;AI Ethics;Computer Vision;Speech Recognition;AI in Education;;Neural Networks",";MIT OpenCourseWare","Scikit-learn;OpenCV;Keras;Microsoft Azure AI;RapidMiner;OpenAI GPT;Amazon SageMaker;Hugging Face Transformers;Weka;;BigML","0"
"469cb2d4-2c59-4016-a651-d5ba7cc57d66","Gayle Sipes","Myrtice_Mosciski@hotmail.com","75c8b2c8-a773-4237-85b3-625f7141618c",,,"2012-12-13 12:29:44.329","Vietnamese","2024-09-02 02:08:21.839","Robotics","High School","0","Autonomous Vehicles;Machine Learning;Reinforcement Learning;;Computer Vision;AI in Healthcare;Expert Systems;AI for Games;Cognitive Computing;Natural Language Processing;Generative AI;Neural Networks","Udemy;Google AI","RapidMiner;Scikit-learn;OpenAI GPT;Google Cloud AI;Microsoft Azure AI;PyTorch;OpenCV;Hugging Face Transformers;IBM Watson;Keras;Amazon SageMaker;;TensorFlow;DataRobot;BigML","0"
"46c6a881-236f-4228-94b0-7e6c8f01d3ab","Darla Flatley PhD","Maybelle_Pfannerstill@yahoo.com","278dc569-fe12-4ff8-bffc-b2ba4f4300ee",,,"2017-03-29 09:40:33.556","Mandarin","2024-09-02 02:08:21.839","Deep Learning","High School","0","AI in Education;;Cognitive Computing;AI for Games;Natural Language Processing","Kaggle;DeepLearning.ai;edX;MIT OpenCourseWare","IBM Watson;Scikit-learn;Microsoft Azure AI;PyTorch;;DataRobot;Google Cloud AI;Weka;RapidMiner;BigML;Keras;TensorFlow","0"
"48ced84a-4181-4ff5-a920-71fb6116e40b","Neal Oberbrunner","Green_Daniel-Yost@yahoo.com","0498c764-13a2-4b72-a054-8014cf8071fd",,,"2009-10-01 00:23:25.449","Bengali","2024-09-02 02:08:21.839","AI in Healthcare;AI in Finance;Autonomous Vehicles;Speech Recognition;Natural Language Processing;Robotics;AI Ethics;Recommender Systems","Undergraduate Degree","3","Machine Learning;AI for Games;;Speech Recognition;AI Planning and Optimization;Natural Language Processing;AI in Finance;Neural Networks;Robotics;AI in Education;Computer Vision;Recommender Systems;Deep Learning;Cognitive Computing;Generative AI;AI in Healthcare;AI Ethics;Reinforcement Learning;Autonomous Vehicles","edX;GitHub;Harvard Online;Kaggle;Coursera;DeepLearning.ai","Keras;Hugging Face Transformers;RapidMiner;OpenAI GPT;Google Cloud AI;Scikit-learn;Amazon SageMaker;BigML;IBM Watson;TensorFlow;;Weka","0"
"4a58e22a-6019-4089-bb00-27ec158808dc","Luther Collins-Lockman","Carolyn_Thiel14@hotmail.com","9b6a370b-bcb9-44ad-a253-22a7f2aa1810",,,"2021-01-06 16:48:30.586","Dutch","2024-09-02 02:08:21.839","Computer Vision;Speech Recognition;Cognitive Computing;AI Ethics;Recommender Systems;Machine Learning","University","2","Neural Networks;Computer Vision;Speech Recognition;AI Planning and Optimization;Expert Systems;Generative AI;AI in Education;AI in Healthcare;Robotics;Natural Language Processing;Autonomous Vehicles;Reinforcement Learning;Machine Learning;Deep Learning;AI in Finance;AI for Games;;Recommender Systems","Coursera;YouTube;edX;GitHub;MIT OpenCourseWare;Harvard Online;Google AI","Amazon SageMaker","0"
"4bd34c6d-6fec-49b3-87aa-8a622b3bfaa2","Janie Braun","Baron.Hermann@gmail.com","cf5e2a91-2642-4e59-85f0-d495da6b7136",,,"2014-08-28 01:24:46.396","German","2024-09-02 02:08:21.839","Computer Vision;AI in Education;Cognitive Computing;AI Ethics;AI Planning and Optimization;Natural Language Processing;Speech Recognition","Undergraduate Degree","3","Neural Networks","MIT OpenCourseWare;GitHub;Stanford Online;Harvard Online;DeepLearning.ai;Google AI","OpenCV;BigML;OpenAI GPT","0"
"4d9f6f02-5122-4729-83a4-16e07f6dcfab","Darrell Robel","Elissa15@hotmail.com","e8094096-cdb2-4bb6-b4ec-e73ef82cbef7",,,"2022-09-15 16:19:21.896","Greek","2024-09-02 02:08:21.839",,"High School","0","AI Planning and Optimization;Recommender Systems;;AI Ethics;AI for Games;Expert Systems;Deep Learning;Autonomous Vehicles;Natural Language Processing;Neural Networks;Computer Vision;AI in Education;Speech Recognition","DeepLearning.ai;Stanford Online;Kaggle;Google AI;Harvard Online;GitHub","IBM Watson;BigML;;Microsoft Azure AI;TensorFlow;Amazon SageMaker;DataRobot;Scikit-learn;Hugging Face Transformers;Google Cloud AI;OpenAI GPT;Weka;PyTorch;RapidMiner","0"
"4dbdade0-b52d-42e9-92ae-b9ed4e4ad36d","Hazel Stamm","Jovany6@hotmail.com","7edf84cd-115c-4d3e-b79f-70cae5b2d9a0",,,"2013-06-21 01:48:37.261","Italian","2024-09-02 02:08:21.839","Neural Networks","High School","0","AI in Education;Robotics;Speech Recognition;Computer Vision;Neural Networks;Generative AI","Stanford Online;;Harvard Online","Scikit-learn;Hugging Face Transformers;Microsoft Azure AI;PyTorch;OpenAI GPT","0"
"4e31579b-ed7f-43c2-b65e-05ecaaa64704","Helen Murray Jr.","Vickie.Huel@gmail.com","41d46723-1758-4094-9400-9e6a9e6402d1",,,"2015-06-27 13:15:50.899",,"2024-09-02 02:08:21.839",,"High School","0","AI in Finance;Cognitive Computing;Autonomous Vehicles;Neural Networks","GitHub;Udemy;Coursera;;DeepLearning.ai;edX;Kaggle;Harvard Online;Stanford Online;YouTube;Google AI","IBM Watson;Weka;RapidMiner;PyTorch;Hugging Face Transformers;Keras;OpenCV;DataRobot;Google Cloud AI;Microsoft Azure AI;;Amazon SageMaker","0"
"508f6ede-348c-4427-a398-165f8a0fbacb","Dr. Megan Reilly","Kaden_Bashirian@yahoo.com","e58749a5-d93b-4b26-89a9-4ebdebc95e59",,,"2019-12-10 03:47:06.543","Vietnamese","2024-09-02 02:08:21.839","AI Planning and Optimization;;Recommender Systems;Deep Learning;Generative AI;AI Ethics;Neural Networks;Cognitive Computing;AI in Education","Master Degree","4","AI for Games;Cognitive Computing;Reinforcement Learning;Natural Language Processing;Recommender Systems;;Expert Systems;AI Ethics;Robotics;AI in Education;Autonomous Vehicles","DeepLearning.ai","Keras;Scikit-learn;Microsoft Azure AI;PyTorch;Weka;DataRobot;OpenCV;Google Cloud AI;RapidMiner;;BigML;IBM Watson;Amazon SageMaker","0"
"56948b0a-ef72-4ae8-8e78-19627df4c29c","Sonja MacGyver","Jennyfer.Gutmann74@hotmail.com","f8fde5ff-9348-4548-b57d-c09f183ed14a",,,"2012-04-25 05:53:47.939","Dutch","2024-09-02 02:08:21.839","AI Planning and Optimization;Recommender Systems;;Cognitive Computing;Reinforcement Learning;Machine Learning;AI in Healthcare;Natural Language Processing;Neural Networks;Speech Recognition;AI Ethics",,"5","AI in Education;Deep Learning;Autonomous Vehicles;Recommender Systems;Neural Networks;Computer Vision;AI in Healthcare;Natural Language Processing;Generative AI;AI for Games;;Expert Systems;Speech Recognition;AI Ethics","GitHub;Harvard Online","DataRobot;PyTorch;RapidMiner;TensorFlow;;Keras;Hugging Face Transformers;OpenCV;Google Cloud AI;IBM Watson;Weka","0"
"5921b76f-ccee-40ea-9b2f-2ebe2f2214f2","Antoinette Kuphal","Jayde3@yahoo.com","2cb846a7-07f6-4526-998c-80938c0ad63b",,,"2014-09-29 17:10:17.124","Korean","2024-09-02 02:08:21.839","AI Ethics;Recommender Systems;AI in Healthcare","Middle School","1","AI in Education;AI in Healthcare;Deep Learning;;AI for Games;Generative AI;Cognitive Computing;Neural Networks;Natural Language Processing;Autonomous Vehicles;Speech Recognition;Computer Vision;AI Ethics;AI in Finance;AI Planning and Optimization","Udemy;Stanford Online;MIT OpenCourseWare;edX;Google AI;DeepLearning.ai;Coursera;","PyTorch;IBM Watson;Scikit-learn;TensorFlow;DataRobot;RapidMiner;Microsoft Azure AI;Weka;Hugging Face Transformers;Amazon SageMaker","0"
"5a062a65-d6d5-4887-967a-f715189a9482","Alejandro Lueilwitz","Gudrun_Wintheiser@gmail.com","91fc1859-26af-48f6-9c42-b670e87b1f3d",,,"2009-11-07 16:19:35.803","Hindi","2024-09-02 02:08:21.839","AI in Finance;Autonomous Vehicles;Recommender Systems;Computer Vision;;AI Ethics;Natural Language Processing;AI in Healthcare;AI Planning and Optimization;AI in Education;Speech Recognition",,"5","Generative AI;;Reinforcement Learning;Speech Recognition;AI for Games;AI in Finance;AI Planning and Optimization;Expert Systems;AI Ethics;Machine Learning","Harvard Online;Stanford Online;DeepLearning.ai;GitHub;","Google Cloud AI;IBM Watson;BigML;Amazon SageMaker;;DataRobot;OpenCV;Microsoft Azure AI;Keras;Scikit-learn;RapidMiner;Weka;PyTorch","0"
"5bd9a03b-1800-47ab-af3a-f762c74af0f4","Mr. Joe Weissnat DVM","Roscoe_Larkin@yahoo.com","44169f2c-4293-4466-b712-2d3666c93359",,,"2024-02-15 08:38:04.602","Russian","2024-09-02 02:08:21.839","Cognitive Computing;Computer Vision;Expert Systems;Natural Language Processing","Middle School","2","Machine Learning;Recommender Systems;Natural Language Processing;Generative AI","Harvard Online;edX;GitHub;Stanford Online;","Amazon SageMaker;Keras;OpenCV;BigML;IBM Watson;DataRobot;;RapidMiner","0"
"5c260dc4-175e-4a12-820c-eb37e96cbcac","Anthony Greenholt","Kali42@yahoo.com","46f66ed0-ba5d-4e94-82de-531e3c60e478",,,"2019-02-05 18:53:22.391","Bengali","2024-09-02 02:08:21.839","Speech Recognition;AI in Healthcare;Neural Networks","Middle School","1","AI in Education;Speech Recognition;Deep Learning;;Machine Learning;Natural Language Processing;Robotics;AI in Finance;Reinforcement Learning;Recommender Systems;Generative AI;Cognitive Computing;Expert Systems;Computer Vision;AI in Healthcare;Neural Networks;Autonomous Vehicles;AI for Games;AI Planning and Optimization","Stanford Online","Scikit-learn;IBM Watson;PyTorch;BigML;DataRobot;OpenAI GPT","0"
"5f2416a4-cfdf-488f-a3c0-5c7707d0f4ef","Mathew Fisher","Adolphus_Boyer@yahoo.com","59c44a88-5a6e-48d4-b313-4157bec2aceb",,,"2011-02-22 07:44:12.741","Bengali","2024-09-02 02:08:21.839","Generative AI;","Elementary","1","Cognitive Computing;Neural Networks;Machine Learning;Autonomous Vehicles;Robotics;Recommender Systems;AI Ethics;AI in Healthcare;Speech Recognition;Natural Language Processing;;AI for Games;Deep Learning;Computer Vision;Generative AI;Expert Systems;AI in Education;AI in Finance;Reinforcement Learning","DeepLearning.ai;Coursera;Stanford Online;Kaggle;Google AI;YouTube","IBM Watson;RapidMiner;Weka;PyTorch;Amazon SageMaker;BigML;TensorFlow;OpenCV;DataRobot;Scikit-learn;OpenAI GPT;Google Cloud AI;Microsoft Azure AI;","0"
"60a0c96a-dfe8-45b3-b941-3191e4b004d4","Phil Auer I","Allene_Schmitt-Lowe10@hotmail.com","e4d3523f-51c7-4ea5-8e83-c89b5f340d97",,,"2007-04-14 07:42:56.846","Mandarin","2024-09-02 02:08:21.839","AI Planning and Optimization;Neural Networks;AI in Education;AI in Finance;Machine Learning;Reinforcement Learning;Speech Recognition;Recommender Systems","Undergraduate Degree","3","Machine Learning;;Deep Learning;Neural Networks;AI in Finance;AI in Healthcare;Autonomous Vehicles;AI for Games;Reinforcement Learning;Recommender Systems;Natural Language Processing;AI Ethics;AI Planning and Optimization;Computer Vision;Expert Systems;Robotics;Speech Recognition;Generative AI;Cognitive Computing","edX;YouTube;Kaggle",";Hugging Face Transformers;PyTorch;Scikit-learn;OpenCV","0"
"612dc0db-0284-42e9-8681-9fd4379243ae","Ruby Bayer Sr.","Amy75@gmail.com","619cf05e-5c42-414c-8d6f-6183d0871ff1",,,"2020-07-24 10:05:29.623","French","2024-09-02 02:08:21.839","AI Ethics;AI Planning and Optimization;Recommender Systems;Machine Learning;Generative AI;AI in Education;;Neural Networks;Natural Language Processing","Master Degree","4","Robotics;Natural Language Processing;Neural Networks;Expert Systems;","Stanford Online","Google Cloud AI;Amazon SageMaker;RapidMiner;Microsoft Azure AI;TensorFlow;BigML;Scikit-learn;IBM Watson;OpenCV","0"
"638863f7-d941-48a2-bf7c-0aafed7618db","Eduardo Schaefer","Ocie98@gmail.com","5e79894f-065f-471e-8685-6dcd50903cc7",,,"2010-12-06 05:50:33.635","Korean","2024-09-02 02:08:21.839","Neural Networks;Generative AI","Elementary","1","Computer Vision;Recommender Systems;AI Ethics;","Harvard Online;Kaggle;Stanford Online;MIT OpenCourseWare;Coursera;edX;;DeepLearning.ai","Amazon SageMaker;IBM Watson;TensorFlow;Keras","0"
"63cd86a2-132b-495c-9f08-70b32376fbb5","Dr. Travis Hoppe","Adolphus14@gmail.com","3d9c9700-bf80-457d-9acb-8b50c30f43db",,,"2022-09-14 17:13:11.690","English","2024-09-02 02:08:21.839","Generative AI;AI in Education","Elementary","1","Recommender Systems;Cognitive Computing;AI for Games;AI Ethics;Neural Networks;Deep Learning;;Machine Learning","Kaggle;Udemy;DeepLearning.ai;MIT OpenCourseWare;Google AI;GitHub;Harvard Online;","TensorFlow;Microsoft Azure AI","0"
"66e10417-49f3-487e-8246-9530312d807d","Saul Fisher","Loyce_Champlin@hotmail.com","712fd8ae-1230-4127-ae44-20a48140473e",,,"2015-10-09 20:10:27.418","Italian","2024-09-02 02:08:21.839","Machine Learning;Reinforcement Learning;Expert Systems;AI in Healthcare;Recommender Systems;Robotics;Natural Language Processing","Undergraduate Degree","3","Computer Vision;Robotics;Neural Networks;","YouTube;edX;GitHub;;MIT OpenCourseWare;DeepLearning.ai;Kaggle;Harvard Online;Udemy;Stanford Online","IBM Watson;Keras;OpenCV;Google Cloud AI;PyTorch;TensorFlow;Scikit-learn;BigML","0"
"6781de30-d854-47cb-89d9-ee8579b471af","Mildred O'Reilly Jr.","Rodolfo.Hessel-Predovic40@gmail.com","8c7b7e07-6c8a-4daf-8366-cc04d23680de",,,"2006-01-03 04:55:54.463","Mandarin","2024-09-02 02:08:21.839","Reinforcement Learning;Robotics;Cognitive Computing","Middle School","1","AI for Games;Neural Networks;Robotics;AI Ethics;Autonomous Vehicles;Deep Learning;Expert Systems;Reinforcement Learning;Cognitive Computing;Machine Learning;;Generative AI","Stanford Online;;DeepLearning.ai;MIT OpenCourseWare","OpenAI GPT;Scikit-learn;BigML;Amazon SageMaker;Keras;TensorFlow","0"
"6885ed67-afee-417a-b055-51fc1de3979e","Mark Kunde","Golda.Metz2@gmail.com","707b7165-2f23-4211-b8b4-503f748face5",,,"2021-09-21 01:31:51.989","Polish","2024-09-02 02:08:21.839",,"High School","0","AI Planning and Optimization;Cognitive Computing","Coursera;GitHub;Udemy;;Stanford Online",";BigML;OpenCV","0"
"68aa3fa1-0f15-44e5-9d06-c72594e95812","Lynda Schoen","Nigel8@gmail.com","12cf65c1-d08b-4318-99f7-003f92e11cbd",,,"2015-03-24 08:41:56.977",,"2024-09-02 02:08:21.839","Generative AI;Speech Recognition;AI in Finance","Middle School","1","Neural Networks;Natural Language Processing;Robotics;Generative AI;Recommender Systems;Reinforcement Learning;AI in Education;Expert Systems;Computer Vision;Deep Learning","MIT OpenCourseWare;;edX;Kaggle;DeepLearning.ai","Scikit-learn;RapidMiner;Keras;OpenAI GPT;Hugging Face Transformers;DataRobot;OpenCV;PyTorch;Amazon SageMaker;;Microsoft Azure AI;IBM Watson;Weka;Google Cloud AI","0"
"6bc4b69c-7fc0-4ebf-bc7e-161d4b2f3dd8","Dean Schmidt","Lorenza_Bergstrom@gmail.com","c466a01a-e941-42df-a16e-0f176a08b5b9",,,"2005-09-06 04:43:22.091","French","2024-09-02 02:08:21.839","Autonomous Vehicles;AI for Games","Elementary","1","AI Ethics;Recommender Systems;;Natural Language Processing;Speech Recognition;AI in Finance;AI in Education;Computer Vision;Deep Learning;AI for Games;Machine Learning;Cognitive Computing;AI in Healthcare;AI Planning and Optimization","Kaggle","Amazon SageMaker;IBM Watson;Microsoft Azure AI;Hugging Face Transformers;;OpenAI GPT;RapidMiner","0"
"6c49b6ea-1f05-4d38-82f2-a8604f822592","Bob Fadel I","Charity34@yahoo.com","23e35162-dcf3-40bc-82dd-60305a1d7b08",,,"2007-06-01 13:47:59.523","Swedish","2024-09-02 02:08:21.839","Machine Learning;AI in Healthcare;Reinforcement Learning","Middle School","1","Neural Networks;Autonomous Vehicles;Natural Language Processing;Speech Recognition;Computer Vision;AI Planning and Optimization;AI in Healthcare;Generative AI;Deep Learning;AI Ethics","DeepLearning.ai;YouTube;Harvard Online;Kaggle;MIT OpenCourseWare;Stanford Online;GitHub;Google AI","PyTorch","0"
"6e8bd847-429a-4fb1-8b2a-272551087b69","Marc Reilly","Johnnie.Green@gmail.com","73f64d29-75aa-49ca-a858-f8ef17ca0b85",,,"2017-02-22 19:01:26.494","German","2024-09-02 02:08:21.839","AI Planning and Optimization;AI in Healthcare;AI in Finance;Deep Learning;Machine Learning;Expert Systems;Natural Language Processing","Undergraduate Degree","3","AI Planning and Optimization;AI in Finance;AI for Games;Natural Language Processing;Expert Systems;AI in Education;Deep Learning;;AI in Healthcare;Recommender Systems;Neural Networks;Reinforcement Learning;AI Ethics;Robotics;Cognitive Computing;Computer Vision;Generative AI;Speech Recognition;Machine Learning","Udemy;Google AI;;Stanford Online;Coursera;MIT OpenCourseWare;DeepLearning.ai","Keras;Amazon SageMaker;DataRobot;Microsoft Azure AI;Weka;Hugging Face Transformers;TensorFlow;BigML;Scikit-learn;;OpenCV","0"
"72a44fa5-4b36-4101-82e8-2c6dd1998bee","Timmy Welch","Elyssa_Fadel@hotmail.com","78025739-f87c-42fa-880f-bf8c3507305b",,,"2012-07-28 14:30:35.177","Japanese","2024-09-02 02:08:21.839","AI Ethics;Autonomous Vehicles;Recommender Systems;Machine Learning;Deep Learning;Computer Vision;Robotics;Generative AI;Cognitive Computing","Master Degree","4","Recommender Systems;Expert Systems;AI in Finance;AI for Games;AI Ethics;Robotics;Generative AI;Natural Language Processing;Neural Networks;Autonomous Vehicles;Speech Recognition","edX;Google AI","BigML;OpenCV;OpenAI GPT;Weka;Keras;Microsoft Azure AI;RapidMiner;Hugging Face Transformers;DataRobot;IBM Watson;PyTorch;;Scikit-learn;Amazon SageMaker;Google Cloud AI","0"
"789147f9-19ed-46c5-89c7-2f69bba5afea","Woodrow Nitzsche","Janiya.Bernier@gmail.com","bc949573-4176-4b37-8450-2f175ecc0f05",,,"2004-11-23 17:41:45.485","Bengali","2024-09-02 02:08:21.839","Neural Networks;Computer Vision","Elementary","1","Cognitive Computing;Speech Recognition;Generative AI;AI in Education;Robotics;Reinforcement Learning","Stanford Online;GitHub;edX;Google AI;DeepLearning.ai;Udemy;YouTube;Harvard Online;Coursera;Kaggle","BigML;IBM Watson;Keras;OpenCV;Scikit-learn","0"
"7937a2ec-700e-4427-b7ac-f3f4d29571b7","Edmund Parker","Ashlynn.Yundt62@gmail.com","5aa2e6fb-ca58-43de-a0e0-c8ce2e4c9446",,,"2016-01-03 14:08:19.653","German","2024-09-02 02:08:21.839","Autonomous Vehicles;AI in Education;AI Planning and Optimization","Middle School","1","AI in Finance;Recommender Systems;Autonomous Vehicles;Neural Networks;;Speech Recognition;Machine Learning;Generative AI","Udemy;Coursera;GitHub","Keras;","0"
"798ec70b-9f40-4a9d-b3b5-79afa7955b2f","Casey Aufderhar V","Katelin.Runolfsdottir98@hotmail.com","50b79998-a8c1-43aa-9144-17b0c86ebae3",,,"2019-05-09 15:30:26.141","Korean","2024-09-02 02:08:21.839","Generative AI;Deep Learning;Reinforcement Learning;;Speech Recognition;Computer Vision;AI in Finance","Undergraduate Degree","3","Expert Systems;AI Ethics;AI for Games;Generative AI;Natural Language Processing;AI in Finance;Recommender Systems;AI in Education;Autonomous Vehicles;Machine Learning;AI Planning and Optimization;;Robotics;AI in Healthcare;Deep Learning;Cognitive Computing;Computer Vision;Neural Networks;Speech Recognition","Coursera","Scikit-learn;RapidMiner;Google Cloud AI;BigML;Weka;Keras;DataRobot;;OpenCV;PyTorch;TensorFlow;OpenAI GPT;Hugging Face Transformers;Microsoft Azure AI;Amazon SageMaker","0"
