"id","name","description","email","password","profilePicture","dateOfBirth","createdAt","currentEducation","experienceYears","interest","language","learningResource","skill","tools","filledInformation"
"3b74ad2c-30df-470b-8817-7c2143139a04","Ricky Senger",,"Garth88@yahoo.com","0246debc-91fc-4a9c-88e9-647e1b896a13",,"2020-02-11 04:08:09.414","2024-08-29 04:56:18.804","Elementary","1","AI Planning and Optimization;Speech Recognition;Cognitive Computing;Neural Networks;Generative AI;AI in Education;Autonomous Vehicles;Natural Language Processing;Reinforcement Learning;Comput","Dutch","Harvard Online;MIT OpenCourseWare;Udemy;;Coursera;GitHub;DeepLearning.ai;YouTube;edX","YouTube;Kaggle","Hugging Face Transformers;OpenCV;Scikit-learn;IBM Watson;RapidMiner;Microsoft Azure AI;Amazon SageMaker;TensorFlow;DataRobot;;Google Cloud AI;Weka","0"
"3bf8503d-0553-4549-996b-ddcc5c843091","Rose Bode",,"Rodolfo_Koss73@hotmail.com","f5e95d10-709b-4d95-8d04-1d8202ef27db",,"2009-09-05 17:16:11.215","2024-08-29 04:56:18.804","University","2","AI Planning and Optimization;Speech Recognition;Natural Language Processing;Neural Networks;AI in Healthcare;AI for Games;Recommender Systems;Reinforcement Learning","Spanish","Kaggle;Google AI;MIT OpenCourseWare;GitHub;Stanford Online;DeepLearning.ai","Kaggle;Udemy;Google AI;Harvard Online;DeepLearning.ai;YouTube","Microsoft Azure AI;OpenAI GPT;DataRobot;PyTorch;Keras;Hugging Face Transformers;Amazon SageMaker;OpenCV;TensorFlow","0"
"3c5b467a-c26b-4592-b2a5-cb85fd5fc77d","Otis Marvin",,"Camila23@hotmail.com","b30d4026-55fa-4911-bfce-fefe0c2320cf",,"2014-09-12 17:53:57.345","2024-08-29 04:56:18.804","Middle School","2","AI in Finance;Neural Networks;Generative AI;AI for Games","German","Kaggle;GitHub;Udemy;YouTube;DeepLearning.ai;Stanford Online;","edX;Kaggle;Coursera;Harvard Online","Hugging Face Transformers;TensorFlow;BigML;Microsoft Azure AI;Weka","0"
"3ce70383-e847-47a2-aded-734fb96b1041","Mrs. Belinda Tillman",,"Zoey.Hayes@yahoo.com","93c5855c-ff43-4f3e-b18e-c9d67c4ef03c",,"2006-10-14 08:27:14.545","2024-08-29 04:56:18.804","Elementary","1","Robotics;AI for Games;AI Planning and Optimization;Recommender Systems;Neural Networks;Expert Systems;AI Ethics;Generative AI;;AI in Healthcare","Portuguese","Google AI;DeepLearning.ai;Udemy;MIT OpenCourseWare;Kaggle;edX;Harvard Online","GitHub;Stanford Online","IBM Watson;Hugging Face Transformers;TensorFlow","0"
"3dbba119-c38c-4c15-910c-abaad378f1c3","Tracy Heller",,"Winston91@yahoo.com","52c824c1-fdef-45bc-8a7e-7093cc70c0ca",,"2018-10-10 15:48:50.182","2024-08-29 04:56:18.804","Middle School","1",";Computer Vision;Speech Recognition;Natural Language Processing;Expert Systems;Recommender Systems;AI Planning and Optimization;Cognitive Computing;Deep Learning",,"Udemy;edX;Coursera;Harvard Online;Google AI;Stanford Online;;DeepLearning.ai;Kaggle","YouTube;Kaggle;MIT OpenCourseWare","RapidMiner;DataRobot;Keras;Google Cloud AI;BigML;;OpenCV;IBM Watson;PyTorch;Amazon SageMaker;TensorFlow","0"
"3e5f9400-218b-42f0-9a55-b23f977b117b","Neil Hettinger",,"Susan.Jaskolski@yahoo.com","273ab6dd-09d6-4f9e-9ddb-6c7ca3c593a8",,"2006-09-06 09:26:54.085","2024-08-29 04:56:18.804","Middle School","1","AI in Healthcare;Reinforcement Learning;Speech Recognition;Natural Language Processing;Cognitive Computing;Expert Systems;;Neural Networks;Generative AI;Autonomous Vehicles;AI Planning and Op","Japanese","DeepLearning.ai;;edX;Coursera;Harvard Online;GitHub","YouTube;edX;MIT OpenCourseWare","IBM Watson;Hugging Face Transformers;Microsoft Azure AI;OpenCV;BigML;Google Cloud AI","0"
"3e66e6ec-d2bf-4f33-bbdd-d382f651cc2b","Hope Schneider",,"Linnie.Schaden43@yahoo.com","df37d67a-9c45-4736-bd81-44ce86666ecc",,"2016-11-08 09:02:58.452","2024-08-29 04:56:18.804","Undergraduate Degree","3","Natural Language Processing;AI for Games;;AI in Healthcare;AI Ethics;Machine Learning;Robotics;Cognitive Computing;Computer Vision;AI in Education;Recommender Systems;AI in Finance;Neural Net","Spanish","Kaggle;GitHub","Harvard Online;Google AI;YouTube;Udemy;Coursera;;GitHub;Stanford Online","DataRobot;Hugging Face Transformers;Keras;TensorFlow;BigML;IBM Watson;Amazon SageMaker;PyTorch;OpenCV;OpenAI GPT;Scikit-learn","0"
"3f0dcbe5-4267-4932-b804-2ab304732ec1","Shannon Schroeder",,"Aiyana_Funk@yahoo.com","96e6a823-aaa5-4e53-becb-7374ea19ce54",,"2024-08-27 11:39:49.762","2024-08-29 04:56:18.804","Middle School","1","Reinforcement Learning;Cognitive Computing;Natural Language Processing;Expert Systems;Machine Learning;Neural Networks;AI for Games;AI in Finance;Deep Learning;AI in Healthcare;Recommender Sy","Dutch","Stanford Online","edX;Google AI;Stanford Online","IBM Watson;PyTorch;Keras;RapidMiner;Hugging Face Transformers;BigML","0"
"451fe4f8-0c73-4572-93a1-595824344594","Bernadette Volkman",,"Hortense_Beahan@hotmail.com","f4441800-11c6-49bf-9c0f-4e4bbf9da72b",,"2021-11-27 00:25:22.373","2024-08-29 04:56:18.804","Undergraduate Degree","3","Expert Systems","Italian","Harvard Online;GitHub;Stanford Online;YouTube;edX;Google AI;Kaggle","Kaggle;Harvard Online;;Udemy;DeepLearning.ai;edX;MIT OpenCourseWare;YouTube","Hugging Face Transformers;OpenCV;Keras","0"
"45c7868c-5f69-4818-b3d1-5ece98c4d8df","Carroll Wolff",,"Dorothea_Paucek@hotmail.com","ac8149c6-a00f-485c-8d78-be266d984007",,"2022-06-24 23:36:50.098","2024-08-29 04:56:18.804","University","2","Generative AI;Deep Learning;Machine Learning;AI in Finance","German","edX;Stanford Online;Kaggle;MIT OpenCourseWare;YouTube;Coursera;DeepLearning.ai","Harvard Online;Udemy;;Google AI;edX;Stanford Online","DataRobot;TensorFlow","0"
"45d9335e-d7a1-4996-8c99-15f6599927e5","Dr. Miranda Weber IV",,"Bernardo_Hilpert1@yahoo.com","eacd7902-6159-47f9-9d6a-0937c9e5b532",,"2017-01-14 20:58:59.378","2024-08-29 04:56:18.804","Undergraduate Degree","3","Expert Systems;;Speech Recognition;AI in Education;Neural Networks","Turkish",";DeepLearning.ai;Coursera;edX;Harvard Online;YouTube;GitHub;MIT OpenCourseWare;Udemy;Stanford Online;Kaggle","YouTube;Stanford Online;Udemy;edX;GitHub;Kaggle;Coursera;DeepLearning.ai","BigML;Scikit-learn;TensorFlow;;IBM Watson;PyTorch;OpenCV","0"
"486144f5-da43-4b13-971e-e1501fd0dfa3","Herbert Herzog",,"Elaina.Windler@yahoo.com","ab8ac583-5513-45fe-a0f3-27e6744a4688",,"2022-09-21 09:28:45.950","2024-08-29 04:56:18.804",,"5","Cognitive Computing;Speech Recognition;AI for Games;Machine Learning;AI in Healthcare;AI in Education;AI Planning and Optimization;AI Ethics;Autonomous Vehicles;;Neural Networks;Reinforcement","Dutch","MIT OpenCourseWare;Udemy;Harvard Online;Kaggle;Google AI;Coursera;DeepLearning.ai;Stanford Online;edX;YouTube;GitHub","Harvard Online;Stanford Online;YouTube;;Udemy;Kaggle;GitHub;Google AI;DeepLearning.ai;Coursera;edX",";Hugging Face Transformers;Google Cloud AI;TensorFlow;DataRobot;PyTorch;IBM Watson;Weka","0"
"486f0a3b-e9f3-46fa-b744-2ffa8b5d1a30","Alan Fritsch",,"Laurine_Wisozk55@yahoo.com","ba614cf1-43a4-4adb-b797-e4b98219fd78",,"2013-04-25 06:43:26.412","2024-08-29 04:56:18.804","High School","0",";AI in Healthcare;Expert Systems;Neural Networks","Russian","Google AI;YouTube;MIT OpenCourseWare;DeepLearning.ai;Kaggle;edX;;Udemy;Harvard Online","GitHub","Hugging Face Transformers;Google Cloud AI;DataRobot;Amazon SageMaker;OpenAI GPT;Scikit-learn;BigML;IBM Watson;OpenCV;Weka;Microsoft Azure AI;PyTorch;RapidMiner;Keras","0"
"4a1c827c-04ff-4e47-abbd-0e54fb90bb10","Lana Torp",,"Verla65@hotmail.com","4d40a5b2-1b01-45ed-9ec5-84301b67b278",,"2022-04-16 11:31:07.543","2024-08-29 04:56:18.804",,"5","AI for Games;Computer Vision;Speech Recognition;AI in Education;Autonomous Vehicles;Generative AI;;Neural Networks;Natural Language Processing;AI in Healthcare;AI Planning and Optimization;Ma","Spanish","Coursera;GitHub;edX;DeepLearning.ai;Harvard Online;Google AI;Stanford Online","MIT OpenCourseWare;GitHub;Google AI;Kaggle;edX;Stanford Online;Coursera;;Udemy;YouTube;Harvard Online","TensorFlow;BigML;OpenAI GPT;Amazon SageMaker;Google Cloud AI;PyTorch;Microsoft Azure AI;RapidMiner;DataRobot;OpenCV;Hugging Face Transformers;IBM Watson;Weka;Keras","0"
"4adf9f96-2e80-4951-9c6f-7a0729a7d56c","Tanya Fahey",,"Marcia1@yahoo.com","85e7ef31-95db-4912-b3f3-e4ba38eab6b4",,"2019-04-04 09:12:16.156","2024-08-29 04:56:18.804","Undergraduate Degree","3","Expert Systems","French",";Harvard Online;MIT OpenCourseWare;edX;YouTube;Coursera;Kaggle;Udemy;Google AI","Harvard Online;GitHub;Google AI;DeepLearning.ai;Stanford Online;Kaggle;MIT OpenCourseWare","PyTorch;DataRobot;Amazon SageMaker;","0"
"4af72bd2-ce62-4402-91c7-5b0e576b21db","Mrs. Bessie Gulgowski I",,"Joaquin_Glover@yahoo.com","30339d1e-53f3-4365-9809-d391b2b5b6d1",,"2015-03-22 06:02:56.080","2024-08-29 04:56:18.804","Undergraduate Degree","3","Natural Language Processing;AI in Education;AI Ethics;Speech Recognition;Deep Learning;Autonomous Vehicles;AI in Healthcare;;Expert Systems;AI Planning and Optimization;Neural Networks;Roboti","Arabic","Stanford Online;GitHub;Kaggle;YouTube;DeepLearning.ai;edX;;Google AI","YouTube;Harvard Online;Kaggle;MIT OpenCourseWare;Udemy;Stanford Online;","Microsoft Azure AI;Amazon SageMaker;Scikit-learn;OpenAI GPT;PyTorch;DataRobot;BigML;Keras;Google Cloud AI;IBM Watson;Hugging Face Transformers;","0"
"4d2dde16-5a42-4766-9852-b27369033a1f","Lynn Upton",,"Serenity.Jerde41@hotmail.com","47e1e791-5e7c-4498-a327-b4833d68e23c",,"2011-08-15 08:29:53.070","2024-08-29 04:56:18.804","Master Degree","4",";Natural Language Processing;AI in Education;Expert Systems;AI Ethics;Machine Learning;Cognitive Computing;Neural Networks;Deep Learning","Vietnamese","DeepLearning.ai;Google AI;;Kaggle;GitHub;Stanford Online","DeepLearning.ai;Google AI;MIT OpenCourseWare;Stanford Online;;GitHub;Harvard Online;Coursera;edX","OpenAI GPT","0"
"4d56588a-8a82-4559-8735-13950ca6a34d","Stacy Welch",,"Devante_Cruickshank@hotmail.com","b7f22175-11ff-4f21-8001-081f47403576",,"2013-12-04 18:15:34.148","2024-08-29 04:56:18.804","Undergraduate Degree","3","Deep Learning;Generative AI;AI for Games;Recommender Systems","Thai","Coursera;Google AI;MIT OpenCourseWare;Udemy;Kaggle;Stanford Online;Harvard Online;;GitHub","Udemy;Google AI;edX;YouTube;DeepLearning.ai;;Stanford Online;Coursera","OpenAI GPT","0"
"4d6dab93-0845-4ec6-a535-acb71d040418","Alberta Skiles",,"Arnoldo.Hoeger@gmail.com","8ed7777d-cba5-4dc3-988f-987ab9b72b7d",,"2020-11-16 04:33:39.265","2024-08-29 04:56:18.804","High School","0","AI Ethics;Speech Recognition;AI in Finance;Autonomous Vehicles;Deep Learning;Machine Learning;AI in Healthcare;Natural Language Processing;Generative AI;Computer Vision;Reinforcement Learning",,"GitHub;Coursera;edX;;YouTube;Kaggle;Google AI;Udemy",,"Weka;PyTorch;Google Cloud AI;Amazon SageMaker;IBM Watson;TensorFlow;Microsoft Azure AI;OpenAI GPT;Keras;DataRobot;BigML;Scikit-learn;RapidMiner","0"
"4dbb3f5f-32ab-472a-9e71-667ab67b10a9","Donnie Muller",,"Zechariah49@gmail.com","b2acf8f0-1949-4ed4-8f51-3f55cd465fa4",,"2010-02-15 16:39:44.967","2024-08-29 04:56:18.804","University","2","Robotics;Cognitive Computing;AI in Healthcare;AI Ethics;Expert Systems;Natural Language Processing;Reinforcement Learning;AI in Education;Autonomous Vehicles;Computer Vision;Generative AI;;Sp","French","edX;MIT OpenCourseWare;Udemy;Coursera;YouTube;Harvard Online;DeepLearning.ai;Stanford Online;Kaggle;GitHub","Harvard Online;MIT OpenCourseWare;edX;Udemy;DeepLearning.ai;Coursera",";Weka;PyTorch;OpenAI GPT;BigML;Microsoft Azure AI;OpenCV","0"
"4dbc5e09-1700-4287-b383-afe15c81b186","Miss Mae Jast",,"Dovie49@yahoo.com","758792b6-7480-4552-b3e3-4b3eff8a0065",,"2006-01-18 14:18:58.511","2024-08-29 04:56:18.804","Middle School","1","Autonomous Vehicles;AI Planning and Optimization;Reinforcement Learning;AI in Education;Deep Learning;Machine Learning;Natural Language Processing;AI for Games",,"GitHub;DeepLearning.ai;Google AI","Udemy;Coursera;","TensorFlow;OpenCV;Google Cloud AI;BigML;;IBM Watson;OpenAI GPT;Amazon SageMaker","0"
"4e3d68ee-4bfe-455a-aeb9-db2ea2be8197","Victor Kautzer",,"Darron.Russel@gmail.com","964782bb-5ba3-4e1b-8c96-cbcbf81d6ad2",,"2012-06-14 16:28:17.160","2024-08-29 04:56:18.804","Master Degree","4","AI in Education;Speech Recognition;Computer Vision;AI in Healthcare;Reinforcement Learning;Neural Networks;Autonomous Vehicles","Bengali","MIT OpenCourseWare;Google AI;Coursera;;DeepLearning.ai;Kaggle","Google AI;MIT OpenCourseWare;GitHub;edX;;Kaggle;DeepLearning.ai;Udemy;YouTube","Keras;DataRobot;Microsoft Azure AI;OpenAI GPT;IBM Watson","0"
"500e2459-8c26-461d-bfb7-210a31f3cc9f","Marcus Kub",,"Hildegard_Wuckert13@gmail.com","0b05b528-4f3a-48a0-9351-3cd4721bd6ef",,"2011-01-30 22:11:17.390","2024-08-29 04:56:18.804","Undergraduate Degree","3","Computer Vision;Reinforcement Learning;AI in Finance;Speech Recognition","Turkish","Udemy;Coursera;DeepLearning.ai;YouTube;MIT OpenCourseWare;;Stanford Online;Kaggle;Google AI;GitHub","YouTube;MIT OpenCourseWare;edX;Harvard Online;Kaggle;Coursera;;GitHub","IBM Watson;Weka;;OpenCV;Amazon SageMaker;RapidMiner;DataRobot;Google Cloud AI;Scikit-learn","0"
"51da618e-5726-4ab2-9107-de3c47fcd4a5","Gregory Stoltenberg I",,"Tito.Skiles@hotmail.com","a338a1b5-b3ac-434b-95ee-dcb0a62aa68d",,"2013-04-16 16:19:12.081","2024-08-29 04:56:18.804","High School","0","Machine Learning;Generative AI;Computer Vision;AI in Finance;AI Ethics;Neural Networks;AI Planning and Optimization;AI for Games;Speech Recognition;AI in Healthcare;;AI in Education;Natural L",,"edX;Udemy;Stanford Online;YouTube;Harvard Online;GitHub;Google AI;;Coursera;MIT OpenCourseWare;DeepLearning.ai",,"OpenCV;RapidMiner;Scikit-learn;OpenAI GPT;Keras","0"
"52149be1-82fe-42be-a6ed-438b75fb5822","Sarah Kihn",,"Norberto_Emard@yahoo.com","021b33f2-12cb-4683-8194-dc2057137acc",,"2015-12-09 18:20:55.826","2024-08-29 04:56:18.804","Elementary","1","Expert Systems;Robotics;AI Planning and Optimization;Speech Recognition;AI in Finance;AI in Healthcare;AI for Games;Generative AI;Recommender Systems;AI in Education;Deep Learning;Machine Lea","French","Stanford Online;Harvard Online;",";YouTube","Amazon SageMaker;TensorFlow;Scikit-learn;DataRobot;;Weka;Google Cloud AI;Microsoft Azure AI;RapidMiner;OpenAI GPT;Hugging Face Transformers","0"
"53437002-f368-4042-bfbf-c814170a4b1e","Rogelio Stroman",,"Alysa33@yahoo.com","bbce33e0-ee61-4e02-8d3c-63930e9e1dd0",,"2013-09-25 05:17:44.187","2024-08-29 04:56:18.804","Middle School","2","Natural Language Processing;Neural Networks;Expert Systems;Reinforcement Learning;Computer Vision;AI for Games;AI Ethics;;Deep Learning;Cognitive Computing;Speech Recognition;Autonomous Vehic","Thai",";Udemy;Google AI;Coursera;YouTube;edX;DeepLearning.ai","edX;DeepLearning.ai;YouTube;Kaggle","Google Cloud AI;Hugging Face Transformers;OpenCV;;RapidMiner;Microsoft Azure AI;PyTorch;BigML;OpenAI GPT","0"
"53ca9efb-6c53-4dd0-9b04-0280f91f578d","Audrey Thompson",,"Myles_Stiedemann@yahoo.com","4dcb7c73-d4e4-4ee0-83bc-71b8bc92d3d4",,"2022-06-23 09:50:02.859","2024-08-29 04:56:18.804","Undergraduate Degree","3","Natural Language Processing;AI in Finance;AI Planning and Optimization;AI in Education;Generative AI;Autonomous Vehicles","Italian","Stanford Online;DeepLearning.ai;Kaggle;Google AI;Udemy;GitHub;Coursera","Udemy;edX;Stanford Online;MIT OpenCourseWare;Google AI;;Kaggle;GitHub","Scikit-learn;OpenCV;OpenAI GPT;;TensorFlow;IBM Watson;Microsoft Azure AI;Google Cloud AI;PyTorch;Keras;Weka;Amazon SageMaker;BigML;DataRobot;RapidMiner","0"
"549637cc-0594-4981-9146-dfdfc622413d","Andre Rutherford",,"Demond13@gmail.com","82585ace-ed83-4ade-ae72-e1f6774dc378",,"2013-07-16 14:39:44.183","2024-08-29 04:56:18.804","High School","0","AI for Games;AI in Finance;Recommender Systems;Generative AI;Speech Recognition;Reinforcement Learning;AI in Healthcare;Machine Learning;AI Planning and Optimization;Robotics;AI Ethics;;Deep ","Italian","Google AI;Udemy;YouTube;;DeepLearning.ai;edX","Harvard Online","Hugging Face Transformers;BigML;TensorFlow;OpenAI GPT;Keras;;RapidMiner;IBM Watson;Google Cloud AI;Microsoft Azure AI;Weka","0"
"568cb8a8-805c-41bd-b01d-0daa599ef577","Miss Sylvia Rippin",,"Tavares_Terry@hotmail.com","34459225-5aed-49b6-a1cc-76c9c966e988",,"2009-12-12 04:56:36.344","2024-08-29 04:56:18.804","Undergraduate Degree","3","Computer Vision;Robotics;Speech Recognition;AI in Healthcare;Cognitive Computing;Recommender Systems;Machine Learning;Generative AI;;Reinforcement Learning;AI for Games;Expert Systems;Deep Le","Mandarin","DeepLearning.ai;Harvard Online;;Coursera","Harvard Online;Coursera;;YouTube;GitHub;Stanford Online;Google AI","OpenCV;Amazon SageMaker;RapidMiner;;PyTorch;OpenAI GPT;Microsoft Azure AI;DataRobot;Keras;Google Cloud AI;IBM Watson;Weka","0"
"5837ce20-4210-4fb6-836a-0f7ba05114e5","Wilbur MacGyver",,"Tania55@hotmail.com","27d1e60d-5cd6-43c5-aafb-073d21133dc7",,"2006-10-27 06:49:00.547","2024-08-29 04:56:18.804","Middle School","2","AI Planning and Optimization;Natural Language Processing;AI in Finance;Robotics;Generative AI;Speech Recognition","Swedish","YouTube;Stanford Online;Udemy;Coursera;GitHub;MIT OpenCourseWare;Kaggle;Harvard Online;DeepLearning.ai;Google AI;","Kaggle;Coursera;edX;Udemy","Google Cloud AI;BigML;Keras;;Scikit-learn;TensorFlow;PyTorch;Amazon SageMaker;IBM Watson","0"
"5948264c-ec22-4e28-b32c-a768ac38fdcb","Lula Lubowitz",,"Caroline.Carter@gmail.com","b22ee912-05ee-4d1c-b114-d9f66c84481e",,"2010-09-08 23:11:05.415","2024-08-29 04:56:18.804","University","2","Cognitive Computing;Natural Language Processing;AI for Games;Autonomous Vehicles;AI in Finance;AI Planning and Optimization;Neural Networks;Deep Learning;Computer Vision;AI in Healthcare;Rein","English","Kaggle;Coursera;;Google AI;DeepLearning.ai;GitHub;YouTube;Udemy","MIT OpenCourseWare;Google AI;GitHub;Stanford Online;Udemy;DeepLearning.ai",";Amazon SageMaker;DataRobot;TensorFlow;BigML;Scikit-learn;Hugging Face Transformers;Microsoft Azure AI;OpenAI GPT;RapidMiner;Weka;Google Cloud AI","0"
"5a1a9941-8d51-4581-a3ab-f975956ff128","Barbara Lindgren",,"Mabel87@gmail.com","1302419b-cc59-44e4-9181-144f2f88a695",,"2008-04-18 12:35:55.438","2024-08-29 04:56:18.804","Undergraduate Degree","3","Computer Vision;AI Ethics;Machine Learning;Autonomous Vehicles;Cognitive Computing;AI for Games;AI in Finance;Generative AI;Natural Language Processing;;AI in Healthcare;Robotics","Japanese","Udemy;Harvard Online;edX","Coursera;Stanford Online;;GitHub;Kaggle;DeepLearning.ai;edX;Udemy","Hugging Face Transformers;RapidMiner;OpenAI GPT;Google Cloud AI;;OpenCV;IBM Watson","0"
"5a9a3eec-e500-4682-ac6c-5a1ab41889e1","Gertrude Pacocha",,"Jaleel_Miller-Prohaska@yahoo.com","1768fc14-7e39-4627-9e98-35a1248b5119",,"2010-04-12 08:36:09.760","2024-08-29 04:56:18.804","Elementary","1","Autonomous Vehicles;AI in Finance;Generative AI;Expert Systems","Russian","DeepLearning.ai;Coursera;Google AI;Harvard Online;Stanford Online;YouTube",";edX","Google Cloud AI;Microsoft Azure AI;OpenCV;Amazon SageMaker;Keras;Scikit-learn","0"
"5aa1af2d-a8c6-47dd-bd62-11d9bbfb9940","Edith Collier",,"Vince.Wyman-Kunde66@hotmail.com","ff23a62a-2e7a-452a-b807-b28765588880",,"2008-08-01 17:33:37.990","2024-08-29 04:56:18.804","Master Degree","4","AI for Games;;AI in Education;Natural Language Processing;Computer Vision;Deep Learning;AI Ethics;Reinforcement Learning;AI in Healthcare;Neural Networks;Autonomous Vehicles;Expert Systems;Co","Polish",";MIT OpenCourseWare","Harvard Online;YouTube;;Coursera;MIT OpenCourseWare;Udemy;Stanford Online;Google AI;edX","Google Cloud AI;Microsoft Azure AI;Amazon SageMaker;Weka;BigML;RapidMiner;IBM Watson;Keras;DataRobot","0"
"5b9c41d5-0a85-4085-979b-3701def451a6","Tom O'Kon",,"Graham16@yahoo.com","d9db1f2f-bc09-40c1-9a26-463e35de31f0",,"2019-04-29 23:51:05.796","2024-08-29 04:56:18.804","High School","0","Cognitive Computing;AI Planning and Optimization;Natural Language Processing;Speech Recognition;;AI in Finance;AI for Games;Recommender Systems;AI Ethics;AI in Education;Robotics;AI in Health","Greek","GitHub",,"Hugging Face Transformers;IBM Watson","0"
"5c6e3fda-9114-4a46-9d5f-d8ee70ebb9d8","Eugene Ward",,"Frederick.Lesch-Boehm@gmail.com","08b51b33-0eb4-40c6-b189-1b41673c2de2",,"2010-04-14 06:42:43.822","2024-08-29 04:56:18.804","Undergraduate Degree","3","Cognitive Computing;Neural Networks;Autonomous Vehicles","Turkish","Coursera;Harvard Online;;MIT OpenCourseWare;Udemy","Kaggle;Coursera;MIT OpenCourseWare;Google AI;GitHub;;Udemy","BigML;Google Cloud AI","0"
"5dae740f-f28b-4e4a-aadb-afc673ea559f","Allan Wunsch",,"Abigail17@gmail.com","1731988d-c57f-4609-be88-efd240c3a042",,"2020-04-06 22:02:56.824","2024-08-29 04:56:18.804","Undergraduate Degree","3","AI in Finance","Polish","edX;Harvard Online;DeepLearning.ai;MIT OpenCourseWare;GitHub;Coursera;Stanford Online;YouTube","Kaggle;DeepLearning.ai;Harvard Online;Udemy;Coursera;;GitHub;YouTube","Microsoft Azure AI;Weka;BigML;OpenCV;DataRobot","0"
"5e629ec7-ecbf-4ea6-aa78-14d2ca5f4c5f","Herbert Leffler",,"Arthur40@yahoo.com","85a669b4-7d2d-49fb-8538-c94b395b7d5e",,"2010-04-09 08:45:48.102","2024-08-29 04:56:18.804","High School","0","Natural Language Processing;Machine Learning;Speech Recognition;Reinforcement Learning;AI in Finance;Robotics;AI for Games;Autonomous Vehicles;Deep Learning;Neural Networks","Italian","Harvard Online;MIT OpenCourseWare;Coursera;edX;;DeepLearning.ai;Google AI","MIT OpenCourseWare","BigML;Google Cloud AI;;IBM Watson;Amazon SageMaker;Microsoft Azure AI;TensorFlow;DataRobot;OpenCV;RapidMiner;Hugging Face Transformers;Scikit-learn;Keras;Weka","0"
"60887550-38e3-44ac-970f-3cdd7e2666a0","Marlon Thiel",,"Leslie.Feeney@gmail.com","494bfcf1-1655-4877-8f0a-e5d05a0f0928",,"2007-12-31 16:23:52.906","2024-08-29 04:56:18.804","Middle School","1","Autonomous Vehicles;Cognitive Computing;;Recommender Systems;AI Planning and Optimization;AI in Finance;Expert Systems;AI in Education;AI in Healthcare;Reinforcement Learning;Robotics;Neural ",,"Harvard Online;DeepLearning.ai;Google AI;;edX;Kaggle;GitHub;Stanford Online","Kaggle;Google AI;MIT OpenCourseWare","RapidMiner;PyTorch;BigML;OpenAI GPT","0"
"60a74c92-582d-47ca-8b7f-36f1c68ba052","Mr. Archie Rice",,"Malvina.Douglas0@yahoo.com","bc2cc065-e30a-4c34-9899-d1f3e456a21d",,"2007-03-03 12:26:16.390","2024-08-29 04:56:18.804",,"5","Deep Learning;Expert Systems","Russian",";MIT OpenCourseWare;Google AI","DeepLearning.ai;Udemy;edX;GitHub;MIT OpenCourseWare;Kaggle;Coursera;YouTube;Harvard Online;;Google AI","PyTorch","0"
"630c6ec3-d87b-498d-9ba2-8f9609d10a53","Nicole Dibbert",,"Odie.Jakubowski@yahoo.com","101a123e-76ad-4b02-8549-fbb6b9c6eff8",,"2014-11-22 11:28:19.511","2024-08-29 04:56:18.804","High School","0","Reinforcement Learning;AI in Education;Cognitive Computing;AI Ethics","Korean","edX","Coursera","Amazon SageMaker;Microsoft Azure AI;OpenCV;PyTorch;DataRobot;BigML;;Scikit-learn;IBM Watson","0"
"63c40fcd-2d3e-49e8-a01b-ea75f141e767","Darin Hand",,"Patrick.Mraz44@gmail.com","47a02b8a-ba99-4c9e-b74b-466904f055f0",,"2020-04-17 17:28:34.189","2024-08-29 04:56:18.804","Master Degree","4","Neural Networks;Robotics;Deep Learning;Speech Recognition;AI in Finance;Expert Systems;Generative AI;Autonomous Vehicles;Recommender Systems;Computer Vision",,"MIT OpenCourseWare;Udemy;YouTube;Google AI","Kaggle;edX;Udemy;MIT OpenCourseWare;;Stanford Online;Google AI;GitHub;Coursera","Scikit-learn;DataRobot;Microsoft Azure AI;OpenCV;TensorFlow;Keras;RapidMiner;IBM Watson;Google Cloud AI;Amazon SageMaker;PyTorch;Hugging Face Transformers","0"
"63c941d4-03a8-4c7c-bd72-d64d7d2197d7","Raymond Goodwin",,"Wilma82@hotmail.com","110884b1-a1ea-4bbc-b6c8-75beb74e7764",,"2014-02-06 16:11:58.546","2024-08-29 04:56:18.804","Master Degree","4","Expert Systems;Deep Learning;AI Planning and Optimization;;AI in Finance","Japanese",";edX;YouTube;MIT OpenCourseWare;Coursera","Kaggle;edX;GitHub;Coursera;Stanford Online;Google AI;DeepLearning.ai;Udemy;MIT OpenCourseWare","OpenAI GPT;Scikit-learn;;Weka;Hugging Face Transformers;RapidMiner","0"
"66bab512-3ea1-44f9-a5a1-1d31461b424e","Fred Harvey",,"Celine_Weber@hotmail.com","b7ea3d95-e34e-4ff7-8b6e-d9f9117e9172",,"2005-05-28 15:55:32.183","2024-08-29 04:56:18.804","Elementary","1","Reinforcement Learning;;AI Ethics;AI in Healthcare;Machine Learning;AI in Education;Neural Networks;AI Planning and Optimization;Computer Vision;Autonomous Vehicles;Cognitive Computing;AI for","Arabic","MIT OpenCourseWare;Stanford Online;Google AI;Coursera;GitHub;Harvard Online","Kaggle;Google AI","Keras;Google Cloud AI;Weka;OpenAI GPT;Scikit-learn;BigML;IBM Watson;PyTorch;Amazon SageMaker","0"
